Customer Type,Gender,Product Category,Unit Price,Quantity,Total,Date,Time,Payment,Discount,Rating
Male,Regular,Dairy Product,32800,12,393600,5/24/2024,8:25,Cash,15,6
Male,Member,Kitchen Consumption,29200,8,233600,5/24/2024,8:30,Transfer,20,8
Female,Regular,Snack,7600,10,76000,5/24/2024,8:34,Card,20,7
Male,Member,Fruits,9500,12,114000,5/24/2024,8:36,Transfer,30,9
Male,Member,Seafood,80700,14,1129800,5/24/2024,9:02,Qris,15,6
Female,Member,Vegetables,63800,1,63800,5/24/2024,9:03,Transfer,5,5
Male,Member,Snack,7000,13,91000,5/24/2024,9:09,Cash,5,5
Male,Member,Kitchen Consumption,29200,14,408800,5/24/2024,9:38,Qris,15,6
Female,Regular,Kitchen Consumption,13400,10,134000,5/24/2024,9:42,Transfer,30,9
Female,Member,Seafood,88700,8,709600,5/24/2024,10:07,Qris,15,5
Male,Regular,Dessert,7400,10,74000,5/24/2024,10:09,Cash,20,7
Female,Regular,Fruits,7500,1,7500,5/24/2024,10:20,Qris,0,3
Female,Member,Dessert,11000,8,88000,5/24/2024,10:46,Qris,10,6
Male,Member,Bakery,21400,12,256800,5/24/2024,10:52,Cash,30,9
Male,Member,Vegetables,11700,11,128700,5/24/2024,10:53,Transfer,20,8
Male,Member,Dessert,14400,2,28800,5/24/2024,11:06,Card,0,5
Female,Member,Fruits,9500,3,28500,5/24/2024,11:08,Card,15,5
Female,Member,Seafood,67800,13,881400,5/24/2024,11:14,Qris,20,7
Female,Regular,Snack,7600,8,60800,5/24/2024,11:17,Card,20,8
Female,Regular,Beverages,6800,6,40800,5/24/2024,11:36,Transfer,10,5
Female,Regular,Dairy Product,43700,2,87400,5/24/2024,12:15,Qris,0,5
Male,Regular,Beverages,12100,14,169400,5/24/2024,12:44,Card,15,6
Male,Regular,Fruits,9500,2,19000,5/24/2024,12:50,Transfer,10,6
Female,Regular,Beverages,12100,2,24200,5/24/2024,12:55,Transfer,20,8
Female,Member,Dessert,17000,13,221000,5/24/2024,12:56,Qris,5,4
Male,Member,Vegetables,12000,6,72000,5/24/2024,13:00,Cash,20,8
Female,Member,Seafood,67800,10,678000,5/24/2024,13:12,Cash,10,5
Male,Regular,Fruits,13100,13,170300,5/24/2024,13:23,Cash,15,5
Male,Regular,Vegetables,9200,9,82800,5/24/2024,13:48,Transfer,10,6
Male,Regular,Fruits,10000,8,80000,5/24/2024,13:59,Transfer,10,6
Male,Member,Vegetables,15200,9,136800,5/24/2024,14:04,Transfer,30,10
Male,Regular,Fruits,9600,3,28800,5/24/2024,14:12,Transfer,15,6
Female,Member,Snack,7900,13,102700,5/24/2024,14:14,Qris,15,6
Female,Regular,Fruits,12300,8,98400,5/24/2024,14:18,Transfer,10,6
Male,Regular,Dessert,12300,2,24600,5/24/2024,14:19,Cash,10,5
Female,Member,Instant Food,7100,2,14200,5/24/2024,14:35,Card,15,6
Female,Member,Bakery,7900,12,94800,5/24/2024,14:38,Card,15,6
Male,Member,Meat,66300,13,861900,5/24/2024,14:41,Qris,20,7
Male,Member,Dairy Product,21200,10,212000,5/24/2024,15:00,Cash,30,9
Female,Regular,Bakery,21400,1,21400,5/24/2024,15:11,Card,30,9
Female,Member,Beverages,11000,12,132000,5/24/2024,15:21,Qris,15,6
Male,Member,Beverages,17000,12,204000,5/24/2024,15:24,Qris,15,6
Female,Member,Fruits,8400,8,67200,5/24/2024,15:35,Transfer,10,5
Male,Member,Fruits,13100,10,131000,5/24/2024,15:41,Qris,30,9
Male,Regular,Snack,28000,8,224000,5/24/2024,16:16,Card,20,7
Female,Member,Vegetables,11200,8,89600,5/24/2024,16:37,Card,10,5
Female,Member,Snack,8300,6,49800,5/24/2024,16:39,Qris,20,7
Male,Regular,Seafood,80700,1,80700,5/24/2024,16:46,Qris,5,4
Female,Regular,Bakery,24800,9,223200,5/24/2024,16:49,Qris,15,6
Male,Regular,Snack,8300,10,83000,5/24/2024,16:55,Card,10,5
Male,Member,Snack,7700,11,84700,5/24/2024,17:14,Qris,30,10
Female,Regular,Dessert,8700,9,78300,5/24/2024,17:48,Cash,10,5
Female,Member,Beverages,8700,7,60900,5/24/2024,17:53,Transfer,0,3
Female,Member,Snack,12000,12,144000,5/24/2024,18:03,Qris,15,6
Female,Regular,Dairy Product,21200,8,169600,5/24/2024,18:36,Cash,10,5
Male,Regular,Dairy Product,21200,13,275600,5/24/2024,18:50,Cash,15,6
Male,Member,Snack,7900,13,102700,5/24/2024,18:54,Cash,15,5
Male,Member,Fruits,8900,2,17800,5/24/2024,19:00,Transfer,0,5
Female,Member,Meat,78900,13,1025700,5/24/2024,19:02,Transfer,15,5
Female,Regular,Seafood,69800,8,558400,5/24/2024,19:03,Card,10,6
Male,Regular,Vegetables,11700,9,105300,5/24/2024,19:09,Transfer,10,5
Female,Member,Beverages,12000,11,132000,5/24/2024,19:25,Cash,20,7
Male,Member,Kitchen Consumption,9800,9,88200,5/24/2024,19:27,Cash,10,5
Male,Member,Dessert,8600,4,34400,5/24/2024,19:37,Qris,5,5
Female,Member,Kitchen Consumption,21300,12,255600,5/24/2024,19:43,Transfer,30,9
Male,Regular,Fruits,4000,3,12000,5/24/2024,19:46,Transfer,0,3
Male,Member,Dessert,8600,10,86000,5/24/2024,19:54,Transfer,10,6
Female,Regular,Fruits,6300,14,88200,5/24/2024,20:09,Transfer,15,6
Female,Regular,Dairy Product,34000,14,476000,5/24/2024,20:40,Cash,15,6
Male,Regular,Fruits,10000,8,80000,5/24/2024,21:12,Card,15,6
Male,Regular,Beverages,17800,11,195800,5/24/2024,21:14,Qris,30,9
Male,Member,Seafood,44000,3,132000,5/24/2024,21:19,Cash,10,5
Female,Regular,Bakery,21400,11,235400,5/24/2024,21:34,Qris,30,9
Male,Regular,Beverages,17000,10,170000,5/24/2024,21:51,Cash,10,5
Male,Regular,Meat,40200,14,562800,5/24/2024,21:53,Card,30,9
Female,Regular,Beverages,8700,12,104400,5/24/2024,21:56,Qris,10,5
Male,Member,Bakery,8000,14,112000,5/25/2024,8:14,Cash,30,9
Female,Member,Kitchen Consumption,24000,14,336000,5/25/2024,8:34,Cash,15,6
Male,Regular,Snack,7000,4,28000,5/25/2024,8:37,Card,5,5
Male,Member,Vegetables,12000,4,48000,5/25/2024,8:45,Cash,5,3
Female,Member,Vegetables,63800,2,127600,5/25/2024,8:47,Transfer,5,5
Male,Member,Snack,9000,2,18000,5/25/2024,9:06,Cash,15,5
Male,Member,Dairy Product,25800,11,283800,5/25/2024,9:30,Qris,15,6
Female,Regular,Instant Food,6900,4,27600,5/25/2024,10:04,Transfer,30,9
Female,Member,Beverages,14500,1,14500,5/25/2024,10:17,Card,0,5
Male,Member,Kitchen Consumption,29200,8,233600,5/25/2024,10:20,Card,10,6
Female,Regular,Dessert,8700,12,104400,5/25/2024,10:24,Card,5,3
Male,Regular,Dairy Product,42000,12,504000,5/25/2024,10:25,Transfer,30,10
Male,Regular,Kitchen Consumption,13400,9,120600,5/25/2024,10:43,Transfer,15,6
Male,Member,Dessert,19000,9,171000,5/25/2024,11:00,Cash,10,6
Female,Member,Seafood,90900,12,1090800,5/25/2024,11:04,Qris,20,8
Female,Member,Seafood,90900,2,181800,5/25/2024,11:15,Cash,0,5
Male,Regular,Vegetables,9200,8,73600,5/25/2024,11:18,Qris,10,5
Male,Member,Snack,8300,1,8300,5/25/2024,11:21,Qris,30,9
Female,Regular,Fruits,4000,10,40000,5/25/2024,11:38,Cash,15,6
Male,Regular,Dairy Product,22300,9,200700,5/25/2024,12:32,Cash,20,7
Female,Member,Fruits,6300,9,56700,5/25/2024,12:44,Cash,15,5
Male,Member,Fruits,10000,10,100000,5/25/2024,12:53,Qris,15,5
Female,Member,Seafood,88700,10,887000,5/25/2024,12:59,Qris,20,8
Male,Regular,Vegetables,30700,12,368400,5/25/2024,13:06,Cash,20,8
Female,Regular,Fruits,9600,7,67200,5/25/2024,13:15,Cash,0,4
Female,Regular,Snack,12000,12,144000,5/25/2024,13:22,Transfer,20,8
Female,Regular,Meat,40200,8,321600,5/25/2024,13:28,Card,20,7
Male,Member,Beverages,12100,14,169400,5/25/2024,13:30,Transfer,15,6
Female,Member,Beverages,12100,5,60500,5/25/2024,13:42,Cash,10,6
Male,Member,Instant Food,6500,12,78000,5/25/2024,13:54,Card,30,9
Female,Member,Bakery,12100,11,133100,5/25/2024,14:11,Cash,10,6
Female,Regular,Kitchen Consumption,9800,8,78400,5/25/2024,14:16,Qris,10,5
Male,Member,Seafood,49400,4,197600,5/25/2024,14:20,Card,10,6
Male,Regular,Meat,37800,9,340200,5/25/2024,14:47,Card,10,6
Female,Regular,Kitchen Consumption,2200,14,30800,5/25/2024,14:49,Qris,15,6
Female,Regular,Instant Food,3400,10,34000,5/25/2024,15:01,Cash,10,6
Male,Regular,Kitchen Consumption,10200,5,51000,5/25/2024,15:07,Card,15,6
Female,Regular,Instant Food,9800,6,58800,5/25/2024,15:09,Qris,5,3
Female,Member,Meat,89600,8,716800,5/25/2024,15:15,Cash,10,6
Female,Regular,Seafood,67800,13,881400,5/25/2024,15:17,Qris,20,8
Male,Member,Meat,66300,14,928200,5/25/2024,15:24,Qris,10,6
Female,Member,Kitchen Consumption,9800,8,78400,5/25/2024,16:01,Card,10,5
Female,Member,Fruits,13100,2,26200,5/25/2024,16:02,Cash,5,5
Male,Member,Dessert,7400,5,37000,5/25/2024,16:09,Cash,5,3
Male,Member,Fruits,8900,10,89000,5/25/2024,16:40,Transfer,10,5
Female,Regular,Kitchen Consumption,9300,13,120900,5/25/2024,16:42,Transfer,15,6
Male,Member,Seafood,129300,9,1163700,5/25/2024,16:56,Qris,10,6
Male,Member,Beverages,8300,11,91300,5/25/2024,17:07,Card,30,9
Female,Regular,Snack,7000,10,70000,5/25/2024,17:12,Transfer,30,10
Male,Member,Bakery,21400,10,214000,5/25/2024,17:13,Cash,30,9
Male,Regular,Beverages,12100,5,60500,5/25/2024,17:25,Card,20,8
Male,Regular,Dairy Product,23300,10,233000,5/25/2024,17:43,Qris,10,6
Female,Member,Fruits,4000,11,44000,5/25/2024,17:45,Qris,5,5
Male,Regular,Dairy Product,34000,7,238000,5/25/2024,17:46,Cash,30,9
Female,Regular,Kitchen Consumption,6500,13,84500,5/25/2024,18:08,Qris,15,5
Male,Regular,Instant Food,6900,9,62100,5/25/2024,18:16,Cash,10,6
Male,Regular,Snack,9000,11,99000,5/25/2024,18:22,Cash,15,6
Male,Regular,Kitchen Consumption,9800,2,19600,5/25/2024,18:24,Card,30,9
Male,Regular,Bakery,12000,10,120000,5/25/2024,18:27,Cash,30,9
Female,Member,Fruits,13100,13,170300,5/25/2024,18:55,Cash,10,6
Female,Regular,Snack,12000,12,144000,5/25/2024,18:57,Qris,10,6
Male,Member,Beverages,17800,11,195800,5/25/2024,19:39,Qris,15,6
Male,Member,Fruits,8900,4,35600,5/25/2024,19:40,Transfer,10,6
Female,Member,Snack,7600,9,68400,5/25/2024,19:41,Transfer,15,6
Male,Member,Seafood,69800,9,628200,5/25/2024,19:45,Cash,30,9
Female,Regular,Seafood,44000,1,44000,5/25/2024,19:51,Card,5,5
Male,Regular,Fruits,8400,9,75600,5/25/2024,19:58,Qris,30,9
Female,Member,Dairy Product,24300,10,243000,5/25/2024,20:00,Transfer,10,6
Male,Member,Kitchen Consumption,24000,7,168000,5/25/2024,20:06,Qris,10,5
Male,Member,Vegetables,12000,10,120000,5/25/2024,20:11,Transfer,10,5
Female,Regular,Meat,87900,6,527400,5/25/2024,20:16,Card,5,5
Male,Regular,Dairy Product,32800,9,295200,5/25/2024,20:20,Qris,10,6
Female,Member,Dessert,14400,9,129600,5/25/2024,20:37,Qris,10,5
Female,Member,Meat,56000,3,168000,5/25/2024,20:45,Qris,5,5
Male,Member,Seafood,88700,7,620900,5/25/2024,20:51,Card,10,5
Female,Regular,Beverages,6800,13,88400,5/25/2024,20:52,Qris,30,9
Male,Regular,Dessert,7400,4,29600,5/25/2024,20:55,Cash,30,10
Male,Regular,Bakery,24800,8,198400,5/25/2024,21:03,Cash,10,6
Female,Regular,Vegetables,11700,5,58500,5/25/2024,21:09,Cash,10,5
Female,Regular,Snack,,14,0,5/25/2024,21:37,Cash,10,6
